YearMonth,YearAndFraction,SSN_OBS_SWO,SSN_OBS_RI,Ratio_RI_SW,SM_SWO,SM_RI,RF_OBS_10.7cm,RF_SM_10.7cm,GEO_OBS_Ap,GEO_SM_Ap,GSY_AvMnthT_C
193004,1930.286,,38.2,,,47.2,,,,,8.9
193005,1930.371,,36.8,,,44.5,,,,,10.9
193006,1930.453,,28.8,,,39.1,,,,,14.3
193007,1930.538,,21.9,,,33.6,,,,,15.4
193008,1930.623,,24.9,,,31.2,,,,,16.4
193009,1930.705,,32.1,,,30.7,,,,,15.2
193010,1930.790,,34.4,,,30.2,,,,,13.1
193011,1930.872,,35.6,,,29.4,,,,,10.0
193012,1930.957,,25.8,,,28.4,,,,,8.2
193101,1931.042,,14.6,,,27.6,,,,,7.2
193102,1931.121,,43.1,,,26.9,,,,,6.5
193103,1931.203,,30.0,,,25.9,,,,,6.6
193104,1931.285,,31.2,,,24.3,,,,,8.7
193105,1931.370,,24.6,,,22.6,,,,,11.3
193106,1931.452,,15.3,,,21.6,,,,,14.1
193107,1931.537,,17.4,,,21.1,,,,,15.1
193108,1931.622,,13.0,,,19.7,,,,,15.3
193109,1931.704,,19.0,,,17.5,,,,,13.4
193110,1931.789,,10.0,,,15.9,,,,,12.1
193111,1931.871,,18.7,,,14.8,,,,,10.2
193112,1931.956,,17.8,,,14.8,,,,,8.2
193201,1932.041,,12.1,,,14.8,,,,,8.5
193202,1932.123,,10.6,,,14.2,,,,,5.3
193203,1932.205,,11.2,,,13.3,,,,,6.7
193204,1932.287,,11.2,,,12.6,,,,,7.9
193205,1932.372,,17.9,,,12.1,,,,,10.3
193206,1932.454,,22.2,,,11.4,,,,,13.8
193207,1932.539,,9.6,,,11.2,,,,,15.4
193208,1932.624,,6.8,,,11.6,,,,,17.1
193209,1932.706,,4.0,,,12.1,,,,,15.2
193210,1932.791,,8.9,,,11.7,,,,,11.7
193211,1932.873,,8.2,,,10.7,,,,,9.3
193212,1932.958,,11.0,,,9.4,,,,,8.0
193301,1933.043,,12.3,,,8.4,,,,,5.8
193302,1933.123,,22.2,,,7.9,,,,,6.5
193303,1933.205,,10.1,,,7.6,,,,,8.9
193304,1933.287,,2.9,,,7.4,,,,,9.3
193305,1933.372,,3.2,,,6.9,,,,,12.4
193306,1933.454,,5.2,,,6.1,,,,,14.8
193307,1933.539,,2.8,,,5.3,,,,,16.8
193308,1933.624,,0.2,,,4.3,,,,,17.7
193309,1933.706,,5.1,,,3.5,,,,,16.3
193310,1933.791,,3.0,,,3.6,,,,,13.0
193311,1933.873,,0.6,,,4.6,,,,,8.4
193312,1933.958,,0.3,,,5.4,,,,,4.7
193401,1934.042,,3.4,,,5.7,,,,,6.7
193402,1934.122,,7.8,,,6.3,,,,,5.2
193403,1934.204,,4.3,,,6.6,,,,,6.8
193404,1934.286,,11.3,,,6.7,,,,,8.7
193405,1934.371,,19.7,,,7.1,,,,,11.1
193406,1934.453,,6.7,,,8.1,,,,,14.6
193407,1934.538,,9.3,,,9.3,,,,,17.1
193408,1934.623,,8.3,,,10.5,,,,,15.4
193409,1934.705,,4.0,,,11.8,,,,,15.4
193410,1934.790,,5.7,,,12.6,,,,,12.5
193411,1934.872,,8.7,,,13.0,,,,,8.6
193412,1934.957,,15.4,,,14.9,,,,,10.3
193501,1935.042,,18.6,,,17.6,,,,,7.1
193502,1935.121,,20.5,,,19.5,,,,,7.6
193503,1935.203,,23.1,,,22.0,,,,,7.3
193504,1935.285,,12.2,,,25.6,,,,,9.1
193505,1935.370,,27.3,,,29.9,,,,,10.4
193506,1935.452,,45.7,,,34.1,,,,,14.2
193507,1935.537,,33.9,,,37.9,,,,,16.2
193508,1935.622,,30.1,,,42.0,,,,,16.3
193509,1935.704,,42.1,,,46.5,,,,,15.4
193510,1935.789,,53.2,,,51.3,,,,,11.7
193511,1935.871,,64.2,,,55.1,,,,,9.3
193512,1935.956,,61.5,,,57.2,,,,,7.0
193601,1936.041,,62.8,,,59.0,,,,,7.8
193602,1936.123,,74.3,,,62.1,,,,,5.9
193603,1936.205,,77.1,,,65.9,,,,,8.4
193604,1936.287,,74.9,,,68.8,,,,,7.9
193605,1936.372,,54.6,,,72.4,,,,,11.2
193606,1936.454,,70.0,,,77.2,,,,,13.9
193607,1936.539,,52.3,,,82.6,,,,,15.1
193608,1936.624,,87.0,,,87.8,,,,,16.0
193609,1936.706,,76.0,,,90.3,,,,,15.6
193610,1936.791,,89.0,,,92.1,,,,,11.7
193611,1936.873,,115.4,,,96.1,,,,,8.9
193612,1936.958,,123.4,,,101.2,,,,,7.8
193701,1937.043,,132.5,,,107.6,,,,,8.0
193702,1937.123,,128.5,,,113.5,,,,,8.6
193703,1937.205,,83.9,,,116.7,,,,,6.1
193704,1937.287,,109.3,,,119.2,,,,,9.8
193705,1937.372,,116.7,,,119.0,,,,,11.9
193706,1937.454,,130.3,,,115.8,,,,,14.1
193707,1937.539,,145.1,,,113.0,,,,,15.6
193708,1937.624,,137.7,,,111.2,,,,,16.9
193709,1937.706,,100.7,,,110.9,,,,,15.1
193710,1937.791,,124.9,,,110.7,,,,,12.9
193711,1937.873,,74.4,,,110.8,,,,,9.2
193712,1937.958,,88.8,,,109.8,,,,,6.9
193801,1938.042,,98.4,,,109.3,,,,,8.1
193802,1938.122,,119.2,,,109.2,,,,,6.6
193803,1938.204,,86.5,,,107.9,,,,,9.4
193804,1938.286,,101.0,,,106.3,,,,,8.6
193805,1938.371,,127.4,,,107.2,,,,,10.9
193806,1938.453,,97.5,,,109.4,,,,,14.4
193807,1938.538,,165.3,,,108.8,,,,,14.7
193808,1938.623,,115.7,,,106.3,,,,,16.2
193809,1938.705,,89.6,,,103.6,,,,,14.9
193810,1938.790,,99.1,,,103.1,,,,,12.8
193811,1938.872,,122.2,,,103.0,,,,,11.4
193812,1938.957,,92.7,,,102.8,,,,,7.1
193901,1939.042,,80.3,,,100.1,,,,,7.5
193902,1939.121,,77.4,,,96.9,,,,,7.5
193903,1939.203,,64.6,,,97.4,,,,,7.6
193904,1939.285,,109.1,,,97.9,,,,,9.7
193905,1939.370,,118.3,,,95.2,,,,,11.1
193906,1939.452,,101.0,,,90.9,,,,,13.9
193907,1939.537,,97.6,,,87.5,,,,,15.1
193908,1939.622,,105.8,,,85.5,,,,,16.4
193909,1939.704,,112.6,,,85.5,,,,,16.1
193910,1939.789,,88.1,,,84.3,,,,,11.1
193911,1939.871,,68.1,,,79.6,,,,,11.1
193912,1939.956,,42.1,,,76.3,,,,,6.6
194001,1940.041,,50.5,,,74.3,,,,,4.3
194002,1940.123,,59.4,,,73.0,,,,,6.7
194003,1940.205,,83.3,,,71.1,,,,,7.6
194004,1940.287,,60.7,,,67.8,,,,,9.5
194005,1940.372,,54.4,,,66.0,,,,,12.0
194006,1940.454,,83.9,,,66.7,,,,,15.2
194007,1940.539,,67.5,,,67.6,,,,,14.9
194008,1940.624,,105.5,,,66.8,,,,,16.3
194009,1940.706,,66.5,,,64.6,,,,,15.2
194010,1940.791,,55.0,,,61.9,,,,,12.1
194011,1940.873,,58.4,,,59.7,,,,,9.9
194012,1940.958,,68.3,,,57.7,,,,,6.9
194101,1941.043,,45.6,,,56.6,,,,,4.6
194102,1941.123,,44.5,,,54.7,,,,,6.2
194103,1941.205,,46.4,,,52.8,,,,,7.3
194104,1941.287,,32.8,,,52.4,,,,,7.6
194105,1941.372,,29.5,,,51.2,,,,,9.2
194106,1941.454,,59.8,,,48.9,,,,,14.1
194107,1941.539,,66.9,,,47.1,,,,,16.6
194108,1941.624,,60.0,,,47.0,,,,,15.1
194109,1941.706,,65.9,,,47.7,,,,,15.7
194110,1941.791,,46.3,,,49.2,,,,,13.0
194111,1941.873,,38.4,,,50.1,,,,,9.3
194112,1941.958,,33.7,,,47.9,,,,,8.6
194201,1942.042,,35.6,,,43.9,,,,,5.1
194202,1942.122,,52.8,,,40.2,,,,,3.5
194203,1942.204,,54.2,,,36.5,,,,,7.7
194204,1942.286,,60.7,,,33.3,,,,,9.7
194205,1942.371,,25.0,,,31.9,,,,,11.4
194206,1942.453,,11.4,,,31.1,,,,,14.1
194207,1942.538,,17.7,,,29.6,,,,,15.4
194208,1942.623,,20.2,,,27.7,,,,,16.4
194209,1942.705,,17.2,,,25.6,,,,,15.0
194210,1942.790,,19.2,,,23.0,,,,,13.0
194211,1942.872,,30.7,,,21.1,,,,,8.8
194212,1942.957,,22.5,,,20.5,,,,,9.0
194301,1943.042,,12.4,,,20.1,,,,,8.3
194302,1943.121,,28.9,,,19.9,,,,,7.7
194303,1943.203,,27.4,,,19.6,,,,,8.4
194304,1943.285,,26.1,,,18.8,,,,,11.6
194305,1943.370,,14.1,,,17.5,,,,,12.5
194306,1943.452,,7.6,,,16.5,,,,,13.9
194307,1943.537,,13.2,,,16.0,,,,,15.9
194308,1943.622,,19.4,,,14.4,,,,,16.2
194309,1943.704,,10.0,,,12.5,,,,,14.5
194310,1943.789,,7.8,,,10.8,,,,,12.9
194311,1943.871,,10.2,,,9.2,,,,,9.4
194312,1943.956,,18.8,,,8.6,,,,,7.4
194401,1944.041,,3.7,,,8.2,,,,,8.3
194402,1944.123,,0.5,,,7.7,,,,,5.6
194403,1944.205,,11.0,,,7.8,,,,,6.8
194404,1944.287,,0.3,,,8.4,,,,,10.2
194405,1944.372,,2.5,,,8.8,,,,,11.6
194406,1944.454,,5.0,,,9.2,,,,,13.5
194407,1944.539,,5.0,,,10.2,,,,,15.5
194408,1944.624,,16.7,,,11.3,,,,,17.2
194409,1944.706,,14.3,,,12.3,,,,,14.4
194410,1944.791,,16.9,,,14.0,,,,,11.8
194411,1944.873,,10.8,,,16.5,,,,,9.7
194412,1944.958,,28.4,,,19.0,,,,,7.3
194501,1945.043,,18.5,,,21.9,,,,,4.4
194502,1945.123,,12.7,,,23.8,,,,,8.2
194503,1945.205,,21.5,,,25.1,,,,,8.4
194504,1945.287,,32.0,,,28.1,,,,,11.2
194505,1945.372,,30.6,,,31.7,,,,,12.4
194506,1945.454,,36.2,,,33.1,,,,,14.4
194507,1945.539,,42.6,,,34.3,,,,,16.2
194508,1945.624,,25.9,,,38.6,,,,,16.2
194509,1945.706,,34.9,,,43.9,,,,,15.9
194510,1945.791,,68.8,,,48.1,,,,,14.0
194511,1945.873,,46.0,,,52.1,,,,,10.4
194512,1945.958,,27.4,,,56.0,,,,,8.9
194601,1946.042,,47.6,,,60.6,,,,,6.1
194602,1946.122,,86.2,,,67.0,,,,,8.2
194603,1946.204,,76.6,,,72.9,,,,,7.0
194604,1946.286,,75.7,,,76.8,,,,,9.9
194605,1946.371,,84.9,,,81.4,,,,,10.5
194606,1946.453,,73.5,,,88.6,,,,,12.6
194607,1946.538,,116.2,,,95.3,,,,,15.5
194608,1946.623,,107.2,,,100.1,,,,,14.0
194609,1946.705,,94.4,,,104.3,,,,,14.5
194610,1946.790,,102.3,,,109.6,,,,,12.2
194611,1946.872,,123.8,,,117.6,,,,,10.1
194612,1946.957,,121.7,,,126.2,,,,,6.3
194701,1947.042,,115.7,,,131.7,,,,,4.4
194702,1947.121,,133.4,,,136.8,,,,,1.9
194703,1947.203,,129.8,,,143.4,,,,,6.6
194704,1947.285,,149.8,,,149.0,,,,,9.2
194705,1947.370,,201.3,,,151.8,,,,,12.6
194706,1947.452,,163.9,,,151.7,,,,,14.7
194707,1947.537,,157.9,,,151.2,,,,,15.9
194708,1947.622,,188.8,,,148.9,,,,,18.4
194709,1947.704,,169.4,,,145.5,,,,,15.9
194710,1947.789,,163.6,,,145.7,,,,,13.3
194711,1947.871,,128.0,,,146.2,,,,,10.6
194712,1947.956,,116.5,,,145.3,,,,,7.5
194801,1948.041,,108.5,,,144.8,,,,,8.0
194802,1948.123,,86.1,,,142.8,,,,,5.9
194803,1948.205,,94.8,,,140.5,,,,,10.0
194804,1948.287,,189.7,,,138.2,,,,,9.3
194805,1948.372,,174.0,,,135.8,,,,,11.7
194806,1948.454,,167.8,,,135.3,,,,,13.6
194807,1948.539,,142.2,,,136.6,,,,,15.5
194808,1948.624,,157.9,,,141.1,,,,,15.7
194809,1948.706,,143.3,,,147.7,,,,,14.7
194810,1948.791,,136.3,,,148.5,,,,,12.4
194811,1948.873,,95.8,,,143.9,,,,,10.5
194812,1948.958,,138.0,,,139.2,,,,,7.6
194901,1949.043,,119.1,,,136.6,,,,,7.5
194902,1949.123,,182.3,,,134.5,,,,,7.3
194903,1949.205,,157.5,,,133.2,,,,,7.0
194904,1949.287,,147.0,,,133.0,,,,,10.1
194905,1949.372,,106.2,,,134.8,,,,,10.7
194906,1949.454,,121.7,,,136.0,,,,,15.2
194907,1949.539,,125.8,,,134.4,,,,,17.7
194908,1949.624,,123.8,,,130.0,,,,,17.6
194909,1949.706,,145.3,,,124.4,,,,,17.5
194910,1949.791,,131.6,,,121.0,,,,,14.0
194911,1949.873,,143.5,,,119.6,,,,,9.2
194912,1949.958,,117.6,,,118.0,,,,,8.1
195001,1950.042,,101.6,,,115.0,,,,,6.4
195002,1950.122,,94.8,,,111.9,,,,,7.6
195003,1950.204,,109.7,,,106.4,,,,,8.3
195004,1950.286,,113.4,,,99.5,,,,,8.7
195005,1950.371,,106.2,,,92.9,,,,,11.7
195006,1950.453,,83.6,,,86.6,,,,,15.5
195007,1950.538,,91.0,,,82.2,,,,,16.0
195008,1950.623,,85.2,,,79.0,,,,,16.0
195009,1950.705,,51.3,,,75.3,,,,,14.1
195010,1950.790,,61.4,,,72.2,,,,,11.9
195011,1950.872,,54.8,,,71.4,,,,,9.2
195012,1950.957,,54.1,,,72.3,,,,,4.6
195101,1951.042,,59.9,,,71.7,,,,,6.7
195102,1951.121,,59.9,,,69.5,,,,,5.6
195103,1951.203,,55.9,,,69.8,,,,,6.1
195104,1951.285,,92.9,,,70.7,,,,,7.9
195105,1951.370,,108.5,,,70.2,,,,,10.1
195106,1951.452,,100.6,,,69.8,,,,,13.7
195107,1951.537,,61.5,,,68.6,,,,,15.8
195108,1951.622,,61.0,,,66.3,,,,,15.3
195109,1951.704,,83.1,,,63.3,,,,,15.3
195110,1951.789,,51.6,,,59.2,,,,,12.3
195111,1951.871,,52.4,,,53.0,,,,,10.3
195112,1951.956,,45.8,,,46.8,,,,,8.2
195201,1952.041,,40.7,,,43.2,,,,,5.6
195202,1952.123,,22.7,,,42.0,,,,,5.4
195203,1952.205,,22.0,,,39.5,,,,,7.8
195204,1952.287,,29.1,,,36.0,,,,,9.7
195205,1952.372,,23.4,,,33.6,,,,,13.2
195206,1952.454,,36.4,,,31.9,,,,,14.5
195207,1952.539,,39.3,,,30.8,,,,,16.3
195208,1952.624,,54.9,,,29.4,,,,,16.6
195209,1952.706,,28.2,,,28.2,,,,,13.1
195210,1952.791,,23.8,,,27.6,,,,,11.7
195211,1952.873,,22.1,,,27.1,,,,,7.7
195212,1952.958,,34.3,,,26.0,,,,,6.5
195301,1953.043,,26.5,,,24.1,,,,,5.3
195302,1953.123,,3.9,,,21.6,,,,,5.1
195303,1953.205,,10.0,,,19.9,,,,,7.3
195304,1953.287,,27.8,,,18.9,,,,,8.6
195305,1953.372,,12.5,,,17.4,,,,,12.3
195306,1953.454,,21.8,,,15.2,,,,,13.5
195307,1953.539,,8.6,,,12.8,,,,,15.0
195308,1953.624,,23.5,,,11.5,,,,,16.3
195309,1953.706,,19.3,,,11.4,,,,,15.0
195310,1953.791,,8.2,,,10.4,,,,,12.8
195311,1953.873,,1.6,,,8.8,,,,,10.2
195312,1953.958,,2.5,,,7.4,,,,,10.0
195401,1954.042,,0.2,,,6.4,,,,,5.5
195402,1954.122,,0.5,,,5.6,,,,,5.0
195403,1954.204,,10.9,,,4.2,,,,,7.4
195404,1954.286,,1.8,,,3.4,,,,,7.9
195405,1954.371,,0.8,,,3.7,,,,,11.0
195406,1954.453,,0.2,,,4.2,,,,,12.8
195407,1954.538,,4.8,,,5.4,,,,,13.8
195408,1954.623,,8.4,,,7.2,,,,,14.6
195409,1954.705,,1.5,,,7.8,,,,,14.0
195410,1954.790,,7.0,,,7.9,,,,,13.4
195411,1954.872,,9.2,,,9.5,,,,,10.2
195412,1954.957,,7.6,,,12.0,,,,,8.9
195501,1955.042,,23.1,,,14.2,,,,,6.1
195502,1955.121,,20.8,,,16.4,,,,,4.8
195503,1955.203,,4.9,,,19.5,,,,,4.6
195504,1955.285,,11.3,,,23.4,,,,,9.0
195505,1955.370,,28.9,,,28.8,,,,,10.3
195506,1955.452,,31.7,,,35.1,,,,,13.9
195507,1955.537,,26.7,,,40.1,,,,,16.6
195508,1955.622,,40.7,,,46.5,,,,,18.5
195509,1955.704,,42.7,,,55.5,,,,,15.6
195510,1955.789,,58.5,,,64.4,,,,,11.7
195511,1955.871,,89.2,,,73.0,,,,,9.8
195512,1955.956,,76.9,,,81.0,,,,,9.3
195601,1956.041,,73.6,,,88.8,,,,,6.8
195602,1956.123,,124.0,,,98.5,,,,,1.7
195603,1956.205,,118.4,,,109.3,,,,,7.4
195604,1956.287,,110.7,,,118.7,,,,,7.8
195605,1956.372,,136.6,,,127.4,,,,,11.6
195606,1956.454,,116.6,,,136.9,,,,,12.9
195607,1956.539,,129.1,,,145.5,,,,,15.7
195608,1956.624,,169.6,,,149.6,,,,,14.4
195609,1956.706,,173.2,,,151.5,,,,,15.3
195610,1956.791,,155.3,,,155.8,,,,,12.0
195611,1956.873,,201.3,,,159.6,,,,,8.5
195612,1956.958,,192.1,,,164.3,,,,,8.5
195701,1957.043,,165.0,,,170.2,,,,,7.0
195702,1957.123,,130.2,,,172.2,,,,,7.5
195703,1957.205,,157.4,,,174.3,,,,,10.3
195704,1957.287,,175.2,,,181.0,,,,,9.6
195705,1957.372,,164.6,,,185.5,,,,,11.1
195706,1957.454,,200.7,,,187.9,,,,,15.1
195707,1957.539,,187.2,,,191.4,,,,,16.2
195708,1957.624,,158.0,,,194.4,,,,,15.8
195709,1957.706,,235.8,,,197.3,,,,,14.4
195710,1957.791,,253.8,,,199.5,,,,,12.9
195711,1957.873,,210.9,,,200.8,,,,,8.7
195712,1957.958,,239.4,,,200.0,,,,,7.2
195801,1958.042,,202.5,,,199.0,,,,,6.2
195802,1958.122,,164.9,,,200.9,,,,,7.5
195803,1958.204,,190.7,,,201.3,,,,,5.7
195804,1958.286,,196.0,,,196.8,,,,,7.8
195805,1958.371,,175.3,,,191.4,,,,,11.5
195806,1958.453,,171.5,,,186.8,,,,,13.6
195807,1958.538,,191.4,,,185.2,,,,,15.3
195808,1958.623,,200.2,,,184.9,,,,,15.8
195809,1958.705,,201.2,,,183.8,,,,,16.0
195810,1958.790,,181.5,,,182.2,,,,,12.4
195811,1958.872,,152.3,,,180.7,,,,,9.4
195812,1958.957,,187.6,,,180.5,,,,,8.1
195901,1959.042,,217.4,,,178.6,,,,,6.0
195902,1959.121,,143.1,,,176.9,,,,,6.6
195903,1959.203,,185.7,,,174.5,,,,,8.6
195904,1959.285,,163.3,,,169.2,,,,,9.9
195905,1959.370,,172.0,,,165.1,,,,,12.2
195906,1959.452,,168.7,,,161.4,,,,,14.7
195907,1959.537,,149.6,,,155.8,,,,,17.1
195908,1959.622,,199.6,,,151.3,,,,,17.2
195909,1959.704,,145.2,,,146.3,,,,,17.4
195910,1959.789,,111.4,,,141.1,,,,,14.4
195911,1959.871,,124.0,,,137.2,,,,,9.8
195912,1959.956,,125.0,,,132.5,,,,,8.5
196001,1960.041,,146.3,,,128.9,,,,,6.6
196002,1960.123,,106.0,,,125.0,,,,,6.2
196003,1960.205,,102.2,,,121.6,,,,,8.1
196004,1960.287,,122.0,,,119.6,,,,,9.4
196005,1960.372,,119.6,,,117.0,,,,,13.1
196006,1960.454,,110.2,,,113.9,,,,,15.4
196007,1960.539,,121.7,,,108.6,,,,,15.2
196008,1960.624,,134.1,,,102.4,,,,,15.8
196009,1960.706,,127.2,,,97.9,,,,,14.7
196010,1960.791,,82.8,,,93.3,,,,,12.4
196011,1960.873,,89.6,,,87.9,,,,,9.8
196012,1960.958,,85.6,,,83.7,,,,,6.8
196101,1961.043,,57.9,,,80.2,,,,,6.3
196102,1961.123,,46.1,,,74.8,,,,,8.1
196103,1961.205,,53.0,,,68.8,,,,,8.9
196104,1961.287,,61.4,,,64.3,,,,,10.9
196105,1961.372,,51.0,,,60.1,,,,,12.0
196106,1961.454,,77.4,,,55.8,,,,,14.8
196107,1961.539,,70.2,,,53.1,,,,,16.2
196108,1961.624,,55.8,,,52.5,,,,,16.6
196109,1961.706,,63.6,,,52.3,,,,,17.0
196110,1961.791,,37.7,,,51.4,,,,,13.1
196111,1961.873,,32.6,,,50.5,,,,,8.9
196112,1961.958,,39.9,,,48.7,,,,,6.8
196201,1962.042,,38.7,,,45.2,,,,,6.9
196202,1962.122,,50.3,,,41.8,,,,,5.8
196203,1962.204,,45.6,,,39.8,,,,,4.4
196204,1962.286,,46.4,,,39.4,,,,,8.2
196205,1962.371,,43.7,,,39.2,,,,,10.2
196206,1962.453,,42.0,,,38.3,,,,,13.5
196207,1962.538,,21.8,,,36.8,,,,,15.7
196208,1962.623,,21.8,,,34.9,,,,,15.4
196209,1962.705,,51.3,,,32.7,,,,,14.6
196210,1962.790,,39.5,,,30.8,,,,,13.0
196211,1962.872,,26.9,,,30.0,,,,,8.6
196212,1962.957,,23.2,,,29.8,,,,,6.1
196301,1963.042,,19.8,,,29.4,,,,,1.4
196302,1963.121,,24.4,,,29.8,,,,,2.0
196303,1963.203,,17.1,,,29.7,,,,,6.4
196304,1963.285,,29.3,,,29.1,,,,,8.1
196305,1963.370,,43.0,,,28.7,,,,,10.4
196306,1963.452,,35.9,,,28.2,,,,,13.9
196307,1963.537,,19.6,,,27.7,,,,,15.1
196308,1963.622,,33.2,,,27.2,,,,,15.0
196309,1963.704,,38.8,,,26.9,,,,,14.1
196310,1963.789,,35.3,,,26.0,,,,,12.5
196311,1963.871,,23.4,,,23.8,,,,,10.7
196312,1963.956,,14.9,,,21.3,,,,,5.4
196401,1964.041,,15.3,,,19.5,,,,,5.0
196402,1964.123,,17.7,,,17.8,,,,,6.2
196403,1964.205,,16.5,,,15.4,,,,,6.1
196404,1964.287,,8.6,,,12.7,,,,,8.6
196405,1964.372,,9.5,,,10.8,,,,,12.6
196406,1964.454,,9.1,,,10.2,,,,,14.2
196407,1964.539,,3.1,,,10.3,,,,,16.4
196408,1964.624,,9.3,,,10.2,,,,,16.4
196409,1964.706,,4.7,,,9.9,,,,,15.9
196410,1964.791,,6.1,,,9.6,,,,,11.2
196411,1964.873,,7.4,,,10.1,,,,,9.4
196412,1964.958,,15.1,,,11.0,,,,,6.9
196501,1965.043,,17.5,,,11.7,,,,,6.0
196502,1965.123,,14.2,,,12.0,,,,,4.4
196503,1965.205,,11.7,,,12.5,,,,,6.9
196504,1965.287,,6.8,,,13.6,,,,,8.6
196505,1965.372,,24.1,,,14.6,,,,,11.5
196506,1965.454,,15.9,,,15.0,,,,,13.7
196507,1965.539,,11.9,,,15.5,,,,,14.4
196508,1965.624,,8.9,,,16.4,,,,,15.4
196509,1965.706,,16.8,,,17.4,,,,,13.4
196510,1965.791,,20.1,,,19.7,,,,,13.2
196511,1965.873,,15.8,,,22.3,,,,,8.1
196512,1965.958,,17.0,,,24.5,,,,,8.1
196601,1966.042,,28.2,,,27.7,,,,,5.5
196602,1966.122,,24.4,,,31.3,,,,,8.1
196603,1966.204,,25.3,,,34.5,,,,,7.7
196604,1966.286,,48.7,,,37.4,,,,,10.0
196605,1966.371,,45.3,,,40.7,,,,,11.5
196606,1966.453,,47.7,,,44.7,,,,,14.9
196607,1966.538,,56.7,,,50.3,,,,,15.1
196608,1966.623,,51.2,,,56.7,,,,,16.1
196609,1966.705,,50.2,,,63.1,,,,,16.1
196610,1966.790,,57.2,,,67.6,,,,,12.6
196611,1966.872,,57.2,,,70.2,,,,,8.1
196612,1966.957,,70.4,,,72.7,,,,,8.3
196701,1967.042,,110.9,,,75.0,,,,,6.5
196702,1967.121,,93.6,,,78.8,,,,,6.7
196703,1967.203,,111.8,,,82.2,,,,,7.4
196704,1967.285,,69.5,,,84.6,,,,,8.2
196705,1967.370,,86.5,,,87.5,,,,,10.8
196706,1967.452,,67.3,,,91.3,,,,,13.3
196707,1967.537,,91.5,,,94.1,,,,,16.3
196708,1967.622,,107.2,,,95.3,,,,,16.0
196709,1967.704,,76.8,,,95.3,,,,,14.5
196710,1967.789,,88.2,,,95.0,,,,,12.5
196711,1967.871,,94.3,,,97.1,,,,,8.7
196712,1967.956,,126.4,,,100.6,,,,,6.9
196801,1968.041,,121.8,,,102.6,,,,,6.9
196802,1968.123,,111.9,,,102.9,,,,,4.8
196803,1968.205,,92.2,,,104.7,,,,,7.1
196804,1968.287,,81.2,,,107.2,,,,,8.3
196805,1968.372,,127.2,,,107.6,,,,,10.3
196806,1968.454,,110.3,,,106.6,,,,,13.8
196807,1968.539,,96.1,,,105.2,,,,,15.4
196808,1968.624,,109.3,,,104.8,,,,,15.7
196809,1968.706,,117.2,,,107.0,,,,,14.9
196810,1968.791,,107.7,,,109.9,,,,,13.7
196811,1968.873,,86.0,,,110.6,,,,,9.3
196812,1968.958,,109.8,,,110.1,,,,,6.2
196901,1969.043,,104.4,,,110.0,,,,,7.6
196902,1969.123,,120.5,,,109.6,,,,,4.2
196903,1969.205,,135.8,,,108.0,,,,,6.6
196904,1969.287,,106.8,,,106.4,,,,,8.7
196905,1969.372,,120.0,,,106.2,,,,,11.3
196906,1969.454,,106.0,,,106.1,,,,,13.4
196907,1969.539,,96.8,,,105.9,,,,,16.3
196908,1969.624,,98.0,,,106.5,,,,,16.6
196909,1969.706,,91.3,,,105.4,,,,,15.2
196910,1969.791,,95.7,,,104.1,,,,,14.3
196911,1969.873,,93.5,,,104.6,,,,,8.6
196912,1969.958,,97.9,,,104.9,,,,,6.5
197001,1970.042,,111.5,,,105.6,,,,,6.7
197002,1970.122,,127.8,,,106.0,,,,,5.6
197003,1970.204,,102.9,,,106.2,,,,,5.6
197004,1970.286,,109.5,,,106.1,,,,,7.3
197005,1970.371,,127.5,,,105.8,,,,,11.7
197006,1970.453,,106.8,,,105.3,,,,,14.8
197007,1970.538,,112.5,,,103.8,,,,,14.7
197008,1970.623,,93.0,,,101.0,,,,,15.9
197009,1970.705,,99.5,,,97.2,,,,,15.6
197010,1970.790,,86.6,,,93.9,,,,,12.3
197011,1970.872,,95.2,,,89.4,,,,,10.8
197012,1970.957,,83.5,,,84.1,,,,,6.3
197101,1971.042,,91.3,,,80.4,,,,,6.8
197102,1971.121,,79.0,,,77.8,,,,,6.2
197103,1971.203,,60.7,,,74.4,,,,,5.7
197104,1971.285,,71.8,,,70.9,,,,,8.4
197105,1971.370,,57.5,,,68.1,,,,,11.3
197106,1971.452,,49.8,,,66.7,,,,,12.6
197107,1971.537,,81.0,,,65.4,,,,,17.1
197108,1971.622,,61.4,,,64.6,,,,,16.2
197109,1971.704,,50.2,,,65.8,,,,,16.0
197110,1971.789,,51.7,,,66.2,,,,,14.1
197111,1971.871,,63.2,,,66.8,,,,,8.7
197112,1971.956,,82.2,,,69.4,,,,,7.8
197201,1972.041,,61.5,,,70.8,,,,,6.1
197202,1972.123,,88.4,,,71.2,,,,,6.7
197203,1972.205,,80.1,,,72.4,,,,,8.1
197204,1972.287,,63.2,,,73.4,,,,,8.6
197205,1972.372,,80.5,,,72.9,,,,,10.0
197206,1972.454,,88.0,,,70.5,,,,,11.3
197207,1972.539,,76.5,,,68.2,,,,,14.3
197208,1972.624,,76.8,,,65.5,,,,,15.2
197209,1972.706,,64.0,,,62.2,,,,,13.6
197210,1972.791,,61.3,,,60.6,,,,,12.3
197211,1972.873,,41.6,,,58.7,,,,,8.9
197212,1972.958,,45.3,,,55.1,,,,,8.1
197301,1973.043,,43.4,,,50.7,,,,,6.2
